game_date,game_pk,at_bat_number,inning,inning_topbot,batter,pitcher,team,pitcher_team,events,outs_before,on_1b,on_2b,on_3b,runs_scored,outs_after,on_1b_after,on_2b_after,on_3b_after
2026-07-29,822702,1,1,Top,682818,641793,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,2,1,Top,664770,641793,TOR,WSH,walk,1,0,0,0,0,1,1,0,0
2026-07-29,822702,3,1,Top,672960,641793,TOR,WSH,single,1,1,0,0,0,1,1,0,1
2026-07-29,822702,4,1,Top,543807,641793,TOR,WSH,strikeout_double_play,1,1,0,1,0,3,0,0,0
2026-07-29,822702,5,1,Bot,695578,702056,WSH,TOR,single,0,0,0,0,0,0,1,0,0
2026-07-29,822702,6,1,Bot,671277,702056,WSH,TOR,field_out,0,1,0,0,0,1,1,0,0
2026-07-29,822702,7,1,Bot,691781,702056,WSH,TOR,field_out,1,1,0,0,0,2,1,0,0
2026-07-29,822702,8,1,Bot,682928,702056,WSH,TOR,strikeout,2,1,0,0,0,3,0,0,0
2026-07-29,822702,9,2,Top,672386,641793,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,10,2,Top,662139,641793,TOR,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-29,822702,11,2,Top,676391,641793,TOR,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-29,822702,12,2,Bot,695670,702056,WSH,TOR,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,13,2,Bot,695734,702056,WSH,TOR,field_out,1,0,0,0,0,2,0,0,0
2026-07-29,822702,14,2,Bot,696285,702056,WSH,TOR,walk,2,0,0,0,0,2,1,0,0
2026-07-29,822702,15,2,Bot,678391,702056,WSH,TOR,field_out,2,1,0,0,0,3,0,0,0
2026-07-29,822702,16,3,Top,665926,641793,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,17,3,Top,676914,641793,TOR,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-29,822702,18,3,Top,682818,641793,TOR,WSH,single,2,0,0,0,0,2,1,0,0
2026-07-29,822702,19,3,Top,664770,641793,TOR,WSH,force_out,2,1,0,0,0,3,0,0,0
2026-07-29,822702,20,3,Bot,683083,702056,WSH,TOR,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,21,3,Bot,695578,702056,WSH,TOR,walk,1,0,0,0,0,1,1,0,0
2026-07-29,822702,22,3,Bot,671277,702056,WSH,TOR,field_out,1,1,0,0,0,2,1,0,0
2026-07-29,822702,23,3,Bot,691781,702056,WSH,TOR,strikeout,2,1,0,0,0,3,0,0,0
2026-07-29,822702,24,4,Top,672960,641793,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,25,4,Top,543807,641793,TOR,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-29,822702,26,4,Top,672386,641793,TOR,WSH,single,2,0,0,0,0,2,1,0,0
2026-07-29,822702,27,4,Top,662139,641793,TOR,WSH,double,2,1,0,0,0,2,0,1,1
2026-07-29,822702,28,4,Top,676391,641793,TOR,WSH,field_out,2,0,1,1,0,3,0,0,0
2026-07-29,822702,29,4,Bot,682928,702056,WSH,TOR,walk,0,0,0,0,0,0,1,0,0
2026-07-29,822702,30,4,Bot,695670,702056,WSH,TOR,field_out,0,1,0,0,0,1,0,1,0
2026-07-29,822702,31,4,Bot,695734,702056,WSH,TOR,field_out,1,0,1,0,0,2,0,0,1
2026-07-29,822702,32,4,Bot,696285,702056,WSH,TOR,double,2,0,0,1,1,2,0,1,0
2026-07-29,822702,33,4,Bot,678391,702056,WSH,TOR,field_out,2,0,1,0,0,3,0,0,0
2026-07-29,822702,34,5,Top,665926,641793,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,35,5,Top,676914,641793,TOR,WSH,walk,1,0,0,0,0,1,1,0,0
2026-07-29,822702,36,5,Top,682818,641793,TOR,WSH,strikeout,1,1,0,0,0,2,1,0,0
2026-07-29,822702,37,5,Top,664770,641793,TOR,WSH,walk,2,1,0,0,0,2,1,1,0
2026-07-29,822702,38,5,Top,672960,668820,TOR,WSH,field_out,2,1,1,0,0,3,0,0,0
2026-07-29,822702,39,5,Bot,683083,702056,WSH,TOR,strikeout,0,0,0,0,0,1,0,0,0
2026-07-29,822702,40,5,Bot,695578,702056,WSH,TOR,field_out,1,0,0,0,0,2,0,0,0
2026-07-29,822702,41,5,Bot,671277,702056,WSH,TOR,field_out,2,0,0,0,0,3,0,0,0
2026-07-29,822702,42,6,Top,543807,668820,TOR,WSH,walk,0,0,0,0,0,0,1,0,0
2026-07-29,822702,43,6,Top,672386,668820,TOR,WSH,field_out,0,1,0,0,0,1,0,1,0
2026-07-29,822702,44,6,Top,662139,668820,TOR,WSH,field_out,1,0,1,0,0,2,0,1,0
2026-07-29,822702,45,6,Top,676391,668820,TOR,WSH,double,2,0,1,0,1,2,0,1,0
2026-07-29,822702,46,6,Top,665926,668820,TOR,WSH,hit_by_pitch,2,0,1,0,0,2,1,1,0
2026-07-29,822702,47,6,Top,676914,678868,TOR,WSH,field_error,2,1,1,0,0,2,1,1,1
2026-07-29,822702,48,6,Top,682818,678868,TOR,WSH,field_out,2,1,1,1,0,3,0,0,0
2026-07-29,822702,49,6,Bot,691781,702056,WSH,TOR,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,50,6,Bot,682928,702056,WSH,TOR,field_out,1,0,0,0,0,2,0,0,0
2026-07-29,822702,51,6,Bot,695670,702056,WSH,TOR,field_out,2,0,0,0,0,3,0,0,0
2026-07-29,822702,52,7,Top,664770,687377,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,53,7,Top,672960,687377,TOR,WSH,single,1,0,0,0,0,1,1,0,0
2026-07-29,822702,54,7,Top,543807,687377,TOR,WSH,strikeout,1,1,0,0,0,2,1,0,0
2026-07-29,822702,55,7,Top,672386,687377,TOR,WSH,single,2,1,0,0,0,2,1,0,1
2026-07-29,822702,56,7,Top,662139,687377,TOR,WSH,single,2,1,0,1,1,2,1,1,0
2026-07-29,822702,57,7,Top,676391,687377,TOR,WSH,field_out,2,1,1,0,0,3,0,0,0
2026-07-29,822702,58,7,Bot,695734,702056,WSH,TOR,single,0,0,0,0,0,0,1,0,0
2026-07-29,822702,59,7,Bot,696285,702056,WSH,TOR,sac_bunt,0,1,0,0,0,1,0,1,0
2026-07-29,822702,60,7,Bot,678391,702056,WSH,TOR,strikeout,1,0,1,0,0,2,0,1,0
2026-07-29,822702,61,7,Bot,683083,643511,WSH,TOR,field_out,2,0,1,0,0,3,0,0,0
2026-07-29,822702,62,8,Top,665926,687606,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,63,8,Top,676914,687606,TOR,WSH,double,1,0,0,0,0,1,0,1,0
2026-07-29,822702,64,8,Top,682818,687606,TOR,WSH,single,1,0,1,0,0,1,0,1,1
2026-07-29,822702,65,8,Top,664770,687606,TOR,WSH,strikeout,1,0,1,1,0,2,0,1,1
2026-07-29,822702,66,8,Top,672960,687606,TOR,WSH,double,2,0,1,1,2,2,0,1,0
2026-07-29,822702,67,8,Top,543807,687606,TOR,WSH,single,2,0,1,0,1,2,1,0,0
2026-07-29,822702,68,8,Top,672386,592866,TOR,WSH,strikeout,2,1,0,0,0,3,0,0,0
2026-07-29,822702,69,8,Bot,695578,643511,WSH,TOR,double,0,0,0,0,0,0,0,1,0
2026-07-29,822702,70,8,Bot,671277,643511,WSH,TOR,single,0,0,1,0,1,0,1,0,0
2026-07-29,822702,71,8,Bot,677588,643511,WSH,TOR,walk,0,1,0,0,0,0,1,1,0
2026-07-29,822702,72,8,Bot,682928,686973,WSH,TOR,force_out,0,1,1,0,0,1,1,1,0
2026-07-29,822702,73,8,Bot,695670,686973,WSH,TOR,walk,1,1,1,0,0,1,1,1,1
2026-07-29,822702,74,8,Bot,695734,686973,WSH,TOR,strikeout,1,1,1,1,0,2,1,1,1
2026-07-29,822702,75,8,Bot,696285,686973,WSH,TOR,field_out,2,1,1,1,0,3,0,0,0
2026-07-29,822702,76,9,Top,662139,592866,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-29,822702,77,9,Top,676391,592866,TOR,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-29,822702,78,9,Top,665926,592866,TOR,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-29,822702,79,9,Bot,678391,686973,WSH,TOR,single,0,0,0,0,0,0,1,0,0
2026-07-29,822702,80,9,Bot,683083,686973,WSH,TOR,grounded_into_double_play,0,1,0,0,0,2,0,0,0
2026-07-29,822702,81,9,Bot,695578,686973,WSH,TOR,field_out,2,0,0,0,0,3,0,0,0
2026-07-28,822703,1,1,Top,682818,676917,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-28,822703,2,1,Top,664770,676917,TOR,WSH,single,1,0,0,0,0,1,1,0,0
2026-07-28,822703,3,1,Top,665489,676917,TOR,WSH,grounded_into_double_play,1,1,0,0,0,3,0,0,0
2026-07-28,822703,4,1,Bot,695578,669456,WSH,TOR,walk,0,0,0,0,0,0,1,0,0
2026-07-28,822703,5,1,Bot,671277,669456,WSH,TOR,field_out,0,1,0,0,0,1,0,1,0
2026-07-28,822703,6,1,Bot,686611,669456,WSH,TOR,walk,1,0,1,0,0,1,1,1,0
2026-07-28,822703,7,1,Bot,682928,669456,WSH,TOR,single,1,1,1,0,0,1,1,1,1
2026-07-28,822703,8,1,Bot,660688,669456,WSH,TOR,walk,1,1,1,1,1,1,1,1,1
2026-07-28,822703,9,1,Bot,695734,669456,WSH,TOR,walk,1,1,1,1,1,1,1,1,1
2026-07-28,822703,10,1,Bot,683083,669456,WSH,TOR,sac_fly,1,1,1,1,1,2,1,0,1
2026-07-28,822703,11,1,Bot,678391,669456,WSH,TOR,walk,2,1,0,1,0,2,1,1,1
2026-07-28,822703,12,1,Bot,696285,669456,WSH,TOR,walk,2,1,1,1,1,2,1,1,1
2026-07-28,822703,13,1,Bot,695578,663893,WSH,TOR,field_out,2,1,1,1,0,3,0,0,0
2026-07-28,822703,14,2,Top,543807,676917,TOR,WSH,walk,0,0,0,0,0,0,1,0,0
2026-07-28,822703,15,2,Top,678218,676917,TOR,WSH,strikeout,0,1,0,0,0,1,1,0,0
2026-07-28,822703,16,2,Top,662139,676917,TOR,WSH,strikeout,1,1,0,0,0,2,1,0,0
2026-07-28,822703,17,2,Top,676391,676917,TOR,WSH,single,2,1,0,0,0,2,1,1,0
2026-07-28,822703,18,2,Top,665926,676917,TOR,WSH,strikeout,2,1,1,0,0,3,0,0,0
2026-07-28,822703,19,2,Bot,671277,663893,WSH,TOR,strikeout,0,0,0,0,0,1,0,0,0
2026-07-28,822703,20,2,Bot,686611,663893,WSH,TOR,strikeout,1,0,0,0,0,2,0,0,0
2026-07-28,822703,21,2,Bot,682928,663893,WSH,TOR,strikeout,2,0,0,0,0,3,0,0,0
2026-07-28,822703,22,3,Top,649966,676917,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-28,822703,23,3,Top,682818,676917,TOR,WSH,walk,1,0,0,0,0,1,1,0,0
2026-07-28,822703,24,3,Top,664770,676917,TOR,WSH,force_out,1,1,0,0,0,2,1,0,0
2026-07-28,822703,25,3,Top,665489,676917,TOR,WSH,single,2,1,0,0,1,2,0,1,0
2026-07-28,822703,26,3,Top,543807,676917,TOR,WSH,field_out,2,0,1,0,0,3,0,0,0
2026-07-28,822703,27,3,Bot,660688,663893,WSH,TOR,field_out,0,0,0,0,0,1,0,0,0
2026-07-28,822703,28,3,Bot,695734,663893,WSH,TOR,strikeout,1,0,0,0,0,2,0,0,0
2026-07-28,822703,29,3,Bot,683083,663893,WSH,TOR,field_error,2,0,0,0,0,2,1,0,0
2026-07-28,822703,30,3,Bot,678391,663893,WSH,TOR,truncated_pa,2,1,0,0,0,3,0,0,0
2026-07-28,822703,31,4,Top,678218,676917,TOR,WSH,single,0,0,0,0,0,0,1,0,0
2026-07-28,822703,32,4,Top,662139,676917,TOR,WSH,double,0,1,0,0,0,0,0,1,1
2026-07-28,822703,33,4,Top,676391,676917,TOR,WSH,field_out,0,0,1,1,0,1,0,1,1
2026-07-28,822703,34,4,Top,665926,676917,TOR,WSH,field_out,1,0,1,1,1,2,0,1,0
2026-07-28,822703,35,4,Top,649966,676917,TOR,WSH,fielders_choice_out,2,0,1,0,0,3,0,0,0
2026-07-28,822703,36,4,Bot,691781,689254,WSH,TOR,field_out,0,0,0,0,0,1,0,0,0
2026-07-28,822703,37,4,Bot,696285,689254,WSH,TOR,walk,1,0,0,0,0,1,1,0,0
2026-07-28,822703,38,4,Bot,695578,689254,WSH,TOR,strikeout,1,1,0,0,0,2,1,0,0
2026-07-28,822703,39,4,Bot,671277,689254,WSH,TOR,home_run,2,1,0,0,2,2,0,0,0
2026-07-28,822703,40,4,Bot,686611,669310,WSH,TOR,home_run,2,0,0,0,1,2,0,0,0
2026-07-28,822703,41,4,Bot,682928,669310,WSH,TOR,field_out,2,0,0,0,0,3,0,0,0
2026-07-28,822703,42,5,Top,682818,676917,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-28,822703,43,5,Top,664770,676917,TOR,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-28,822703,44,5,Top,672960,676917,TOR,WSH,home_run,2,0,0,0,1,2,0,0,0
2026-07-28,822703,45,5,Top,543807,676917,TOR,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-28,822703,46,5,Bot,660688,669310,WSH,TOR,field_out,0,0,0,0,0,1,0,0,0
2026-07-28,822703,47,5,Bot,695734,669310,WSH,TOR,single,1,0,0,0,0,1,1,0,0
2026-07-28,822703,48,5,Bot,683083,669310,WSH,TOR,field_error,1,1,0,0,0,1,1,1,0
2026-07-28,822703,49,5,Bot,691781,669310,WSH,TOR,single,1,1,1,0,0,1,1,1,1
2026-07-28,822703,50,5,Bot,696285,669310,WSH,TOR,sac_fly,1,1,1,1,1,2,1,1,0
2026-07-28,822703,51,5,Bot,695578,669310,WSH,TOR,field_out,2,1,1,0,0,3,0,0,0
2026-07-28,822703,52,6,Top,678218,676917,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-28,822703,53,6,Top,662139,676917,TOR,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-28,822703,54,6,Top,676391,676917,TOR,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-28,822703,55,6,Bot,671277,669310,WSH,TOR,single,0,0,0,0,0,0,1,0,0
2026-07-28,822703,56,6,Bot,686611,669310,WSH,TOR,field_out,0,1,0,0,0,1,1,0,0
2026-07-28,822703,57,6,Bot,682928,669310,WSH,TOR,field_out,1,1,0,0,0,2,1,0,0
2026-07-28,822703,58,6,Bot,660688,669310,WSH,TOR,single,2,1,0,0,0,2,1,1,0
2026-07-28,822703,59,6,Bot,695734,669310,WSH,TOR,field_out,2,1,1,0,0,3,0,0,0
2026-07-28,822703,60,7,Top,665926,676680,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-28,822703,61,7,Top,649966,676680,TOR,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-28,822703,62,7,Top,664702,676680,TOR,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-28,822703,63,7,Bot,683083,669310,WSH,TOR,field_out,0,0,0,0,0,1,0,0,0
2026-07-28,822703,64,7,Bot,691781,669310,WSH,TOR,single,1,0,0,0,0,1,1,0,0
2026-07-28,822703,65,7,Bot,696285,669310,WSH,TOR,walk,1,1,0,0,0,1,1,1,0
2026-07-28,822703,66,7,Bot,695578,669310,WSH,TOR,field_out,1,1,1,0,0,2,1,1,0
2026-07-28,822703,67,7,Bot,671277,669310,WSH,TOR,field_out,2,1,1,0,0,3,0,0,0
2026-07-28,822703,68,8,Top,664770,681402,TOR,WSH,single,0,0,0,0,0,0,1,0,0
2026-07-28,822703,69,8,Top,672960,681402,TOR,WSH,fielders_choice,0,1,0,0,0,0,1,1,0
2026-07-28,822703,70,8,Top,543807,681402,TOR,WSH,home_run,0,1,1,0,3,0,0,0,0
2026-07-28,822703,71,8,Top,678218,687377,TOR,WSH,strikeout,0,0,0,0,0,1,0,0,0
2026-07-28,822703,72,8,Top,662139,687377,TOR,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-28,822703,73,8,Top,676391,687377,TOR,WSH,strikeout,2,0,0,0,0,3,0,0,0
2026-07-28,822703,74,8,Bot,686611,656546,WSH,TOR,strikeout,0,0,0,0,0,1,0,0,0
2026-07-28,822703,75,8,Bot,682928,656546,WSH,TOR,field_out,1,0,0,0,0,2,0,0,0
2026-07-28,822703,76,8,Bot,660688,656546,WSH,TOR,strikeout,2,0,0,0,0,3,0,0,0
2026-07-28,822703,77,9,Top,665926,690925,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-28,822703,78,9,Top,649966,690925,TOR,WSH,strikeout,1,0,0,0,0,2,0,0,0
2026-07-28,822703,79,9,Top,664702,690925,TOR,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-25,822704,1,1,Top,682998,656492,AZ,WSH,strikeout,0,0,0,0,0,1,0,0,0
2026-07-25,822704,2,1,Top,672695,656492,AZ,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-25,822704,3,1,Top,672515,656492,AZ,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-25,822704,4,1,Bot,695578,683352,WSH,AZ,field_out,0,0,0,0,0,1,0,0,0
2026-07-25,822704,5,1,Bot,678554,683352,WSH,AZ,walk,1,0,0,0,0,1,1,0,0
2026-07-25,822704,6,1,Bot,665953,683352,WSH,AZ,strikeout,1,1,0,0,0,2,1,0,0
2026-07-25,822704,7,1,Bot,682928,683352,WSH,AZ,field_out,2,1,0,0,0,3,0,0,0
2026-07-25,822704,8,2,Top,606466,656492,AZ,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-25,822704,9,2,Top,545121,656492,AZ,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-25,822704,10,2,Top,571448,656492,AZ,WSH,walk,2,0,0,0,0,2,1,0,0
2026-07-25,822704,11,2,Top,694374,656492,AZ,WSH,single,2,1,0,0,0,2,1,1,0
2026-07-25,822704,12,2,Top,543510,656492,AZ,WSH,field_out,2,1,1,0,0,3,0,0,0
2026-07-25,822704,13,2,Bot,686611,683352,WSH,AZ,walk,0,0,0,0,0,0,1,0,0
2026-07-25,822704,14,2,Bot,696285,683352,WSH,AZ,field_out,0,1,0,0,0,1,1,0,0
2026-07-25,822704,15,2,Bot,695734,683352,WSH,AZ,fielders_choice,1,1,0,0,0,1,1,1,0
2026-07-25,822704,16,2,Bot,683083,683352,WSH,AZ,field_out,1,1,1,0,0,2,1,1,0
2026-07-25,822704,17,2,Bot,660688,683352,WSH,AZ,force_out,2,1,1,0,0,3,0,0,0
2026-07-25,822704,18,3,Top,814439,656492,AZ,WSH,single,0,0,0,0,0,0,1,0,0
2026-07-25,822704,19,3,Top,682998,656492,AZ,WSH,hit_by_pitch,0,1,0,0,0,0,1,1,0
2026-07-25,822704,20,3,Top,672695,656492,AZ,WSH,sac_bunt,0,1,1,0,0,1,0,1,1
2026-07-25,822704,21,3,Top,672515,656492,AZ,WSH,single,1,0,1,1,2,2,0,0,0
2026-07-25,822704,22,3,Top,606466,656492,AZ,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-25,822704,23,3,Bot,695578,683352,WSH,AZ,strikeout,0,0,0,0,0,1,0,0,0
2026-07-25,822704,24,3,Bot,678554,683352,WSH,AZ,walk,1,0,0,0,0,1,1,0,0
2026-07-25,822704,25,3,Bot,665953,683352,WSH,AZ,double,1,1,0,0,0,1,0,1,1
2026-07-25,822704,26,3,Bot,682928,683352,WSH,AZ,double,1,0,1,1,2,2,0,0,0
2026-07-25,822704,27,3,Bot,686611,683352,WSH,AZ,walk,2,0,0,0,0,2,1,0,0
2026-07-25,822704,28,3,Bot,696285,683352,WSH,AZ,single,2,1,0,0,0,2,1,1,0
2026-07-25,822704,29,3,Bot,695734,683352,WSH,AZ,triple,2,1,1,0,2,2,0,0,1
2026-07-25,822704,30,3,Bot,683083,683352,WSH,AZ,walk,2,0,0,1,0,2,1,0,1
2026-07-25,822704,31,3,Bot,660688,683352,WSH,AZ,field_out,2,1,0,1,0,3,0,0,0
2026-07-25,822704,32,4,Top,545121,656492,AZ,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-25,822704,33,4,Top,571448,656492,AZ,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-25,822704,34,4,Top,694374,656492,AZ,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-25,822704,35,4,Bot,695578,683352,WSH,AZ,single,0,0,0,0,0,0,1,0,0
2026-07-25,822704,36,4,Bot,678554,683352,WSH,AZ,grounded_into_double_play,0,1,0,0,0,2,0,0,0
2026-07-25,822704,37,4,Bot,665953,683352,WSH,AZ,field_out,2,0,0,0,0,3,0,0,0
2026-07-25,822704,38,5,Top,543510,656492,AZ,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-25,822704,39,5,Top,814439,656492,AZ,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-25,822704,40,5,Top,682998,656492,AZ,WSH,strikeout,2,0,0,0,0,3,0,0,0
2026-07-25,822704,41,5,Bot,682928,683352,WSH,AZ,home_run,0,0,0,0,1,0,0,0,0
2026-07-25,822704,42,5,Bot,686611,683352,WSH,AZ,strikeout,0,0,0,0,0,1,0,0,0
2026-07-25,822704,43,5,Bot,696285,683352,WSH,AZ,single,1,0,0,0,0,1,1,0,0
2026-07-25,822704,44,5,Bot,695734,683352,WSH,AZ,field_out,1,1,0,0,0,2,0,0,1
2026-07-25,822704,45,5,Bot,683083,683352,WSH,AZ,field_out,2,0,0,1,0,3,0,0,0
2026-07-25,822704,46,6,Top,672695,656492,AZ,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-25,822704,47,6,Top,672515,656492,AZ,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-25,822704,48,6,Top,606466,656492,AZ,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-25,822704,49,6,Bot,660688,672629,WSH,AZ,double,0,0,0,0,0,0,0,1,0
2026-07-25,822704,50,6,Bot,695578,672629,WSH,AZ,strikeout,0,0,1,0,0,1,0,1,0
2026-07-25,822704,51,6,Bot,678554,672629,WSH,AZ,field_out,1,0,1,0,0,2,0,1,0
2026-07-25,822704,52,6,Bot,671277,672629,WSH,AZ,field_out,2,0,1,0,0,3,0,0,0
2026-07-25,822704,53,7,Top,545121,656492,AZ,WSH,single,0,0,0,0,0,0,1,0,0
2026-07-25,822704,54,7,Top,571448,656492,AZ,WSH,grounded_into_double_play,0,1,0,0,0,2,0,0,0
2026-07-25,822704,55,7,Top,694374,656492,AZ,WSH,double,2,0,0,0,0,2,0,1,0
2026-07-25,822704,56,7,Top,543510,656492,AZ,WSH,single,2,0,1,0,1,2,1,0,0
2026-07-25,822704,57,7,Top,596146,678868,AZ,WSH,field_out,2,1,0,0,0,3,0,0,0
2026-07-25,822704,58,7,Bot,682928,672629,WSH,AZ,single,0,0,0,0,0,0,0,1,0
2026-07-25,822704,59,7,Bot,686611,672629,WSH,AZ,walk,0,0,1,0,0,0,1,1,0
2026-07-25,822704,60,7,Bot,696285,672629,WSH,AZ,field_out,0,1,1,0,0,1,1,1,0
2026-07-25,822704,61,7,Bot,695734,672629,WSH,AZ,strikeout,1,1,1,0,0,2,1,1,0
2026-07-25,822704,62,7,Bot,683083,672629,WSH,AZ,walk,2,1,1,0,0,2,1,1,1
2026-07-25,822704,63,7,Bot,660688,672629,WSH,AZ,field_out,2,1,1,1,0,3,0,0,0
2026-07-25,822704,64,8,Top,682998,678868,AZ,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-25,822704,65,8,Top,672695,678868,AZ,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-25,822704,66,8,Top,672515,678868,AZ,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-25,822704,67,8,Bot,695578,664199,WSH,AZ,field_out,0,0,0,0,0,1,0,0,0
2026-07-25,822704,68,8,Bot,678554,664199,WSH,AZ,field_out,1,0,0,0,0,2,0,0,0
2026-07-25,822704,69,8,Bot,671277,664199,WSH,AZ,strikeout,2,0,0,0,0,3,0,0,0
2026-07-25,822704,70,9,Top,606466,690925,AZ,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-25,822704,71,9,Top,545121,690925,AZ,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-25,822704,72,9,Top,571448,690925,AZ,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-27,822705,1,1,Top,676391,678868,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-27,822705,2,1,Top,664770,678868,TOR,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-27,822705,3,1,Top,665489,678868,TOR,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-27,822705,4,1,Bot,695578,453286,WSH,TOR,single,0,0,0,0,0,0,0,1,0
2026-07-27,822705,5,1,Bot,671277,453286,WSH,TOR,single,0,0,1,0,0,0,1,0,1
2026-07-27,822705,6,1,Bot,677588,453286,WSH,TOR,strikeout,0,1,0,1,0,1,1,0,1
2026-07-27,822705,7,1,Bot,682928,453286,WSH,TOR,walk,1,1,0,1,0,1,1,1,1
2026-07-27,822705,8,1,Bot,686611,453286,WSH,TOR,strikeout,1,1,1,1,0,2,1,1,1
2026-07-27,822705,9,1,Bot,695734,453286,WSH,TOR,field_out,2,1,1,1,0,3,0,0,0
2026-07-27,822705,10,2,Top,543807,678868,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-27,822705,11,2,Top,672386,678868,TOR,WSH,field_out,1,0,0,0,0,2,0,0,0
2026-07-27,822705,12,2,Top,672960,678868,TOR,WSH,field_out,2,0,0,0,0,3,0,0,0
2026-07-27,822705,13,2,Bot,660688,453286,WSH,TOR,field_out,0,0,0,0,0,1,0,0,0
2026-07-27,822705,14,2,Bot,678391,453286,WSH,TOR,field_out,1,0,0,0,0,2,0,0,0
2026-07-27,822705,15,2,Bot,683083,453286,WSH,TOR,single,2,0,0,0,0,2,0,1,0
2026-07-27,822705,16,2,Bot,695578,453286,WSH,TOR,walk,2,0,1,0,0,2,1,1,0
2026-07-27,822705,17,2,Bot,671277,453286,WSH,TOR,double,2,1,1,0,1,2,0,1,1
2026-07-27,822705,18,2,Bot,677588,453286,WSH,TOR,field_out,2,0,1,1,0,3,0,0,0
2026-07-27,822705,19,3,Top,662139,678868,TOR,WSH,field_out,0,0,0,0,0,1,0,0,0
2026-07-27,822705,20,3,Top,649966,678868,TOR,WSH,home_run,1,0,0,0,1,1,0,0,0
2026-07-27,822705,21,3,Top,664702,678868,TOR,WSH,double,1,0,0,0,0,1,0,1,0
2026-07-27,822705,22,3,Top,676391,678868,TOR,WSH,double,1,0,1,0,1,1,0,1,0
2026-07-27,822705,23,3,Top,664770,674841,TOR,WSH,walk,1,0,1,0,0,1,1,1,0
2026-07-27,822705,24,3,Top,665489,674841,TOR,WSH,field_out,1,1,1,0,0,2,1,1,0
2026-07-27,822705,25,3,Top,543807,674841,TOR,WSH,field_out,2,1,1,0,0,3,0,0,0
2026-07-27,822705,26,3,Bot,682928,453286,WSH,TOR,walk,0,0,0,0,0,0,1,0,0
2026-07-27,822705,27,3,Bot,686611,453286,WSH,TOR,strikeout,0,1,0,0,0,1,0,0,1
2026-07-27,822705,28,3,Bot,695734,453286,WSH,TOR,strikeout,1,0,0,1,0,2,0,0,1
