outcome,reference,variable,coef,std_err,z,p_value
home_loss,draw,const,-0.026649852123205454,0.1563622933051509,-0.17043656472341823,0.8646668183001143
home_loss,draw,xg_margin_diff,-0.2955636234940829,0.16549081138382302,-1.7859820797456958,0.0741021597245991
home_loss,draw,start_yards_diff,0.2250422506216949,0.16194750323523055,1.3896000007781442,0.1646503755294484
home_loss,draw,opp_start_allowed_diff,0.29134847965922517,0.17094938741247054,1.70429671652612,0.08832566809806212
home_win,draw,const,0.40876320468425664,0.14016341170300664,2.916333155120312,0.0035417209272291987
home_win,draw,xg_margin_diff,0.2681783094292649,0.15399875751923806,1.7414316436661066,0.08160794551472676
home_win,draw,start_yards_diff,0.32199106429388863,0.1487033544965592,2.1653248199006776,0.030362818923882342
home_win,draw,opp_start_allowed_diff,-0.004009012912033105,0.15612467088097867,-0.025678279348235536,0.9795139487131636
