match_id,date,gameweek,home_team,away_team,home_score,away_score,result,home_xg_margin_vs_avg,away_xg_margin_vs_avg,xg_margin_diff,home_momentum_margin_vs_avg,away_momentum_margin_vs_avg,momentum_margin_diff,home_avg_possession_start_x,away_avg_possession_start_x,possession_start_x_diff,home_avg_possession_end_x,away_avg_possession_end_x,possession_end_x_diff,home_xg_start_position_residual,away_xg_start_position_residual,xg_start_position_residual_diff
4813394,2025-08-22,2,West Ham,Chelsea,1,5,away_win,-0.48665522900409997,0.8339478748384863,-1.3206031038425863,-152.125,541.625,-693.75,31.55801624693571,68.70650871588138,-37.148492468945676,30.797589244566666,70.57445642101696,-39.776867176450295,-0.014447550716498725,0.011138898879056901,-0.025586449595555626
4813392,2025-08-23,2,Man City,Tottenham,0,2,away_win,0.956979215843603,0.04755413229577243,0.9094250835478306,310.625,137.125,173.5,67.172959491662,61.9327887957936,5.2401706958684,68.49105282227399,63.103421935882956,5.38763088639103,0.06062115341791399,-0.003685925942366268,0.06430707936028027
4813385,2025-08-23,2,Bournemouth,Wolves,1,0,home_win,0.44097209232859313,-1.1519501109141856,1.5929222032427788,-23.625,-465.375,441.75,54.709625496041085,63.21383515591143,-8.504209659870348,54.46846680358572,64.18611119151714,-9.717644387931422,-0.01270302903525024,-0.033332273374251334,0.020629244339001096
4813387,2025-08-23,2,Brentford,Aston Villa,1,0,home_win,-0.257826270069927,-0.9659128185594454,0.7080865484895185,-520.125,92.375,-612.5,89.85392421056127,14.811073587699997,75.04285062286128,94.06120515428708,16.511871013577494,77.54933414070959,0.01253812191210721,-0.02025515899033378,0.03279328090244099
4813388,2025-08-23,2,Burnley,Sunderland,2,0,home_win,-1.1163001160603017,-0.2682360385078937,-0.848064077552408,-787.625,-105.625,-682.0,10.910440418348392,66.2360817682,-55.3256413498516,13.21001708390968,67.90982831801665,-54.699811234106974,0.013907338978926443,-0.03518947579488647,0.04909681477381291
4813386,2025-08-23,2,Arsenal,Leeds,5,0,home_win,0.8256910950876772,-0.3201830571051687,1.145874152192846,370.625,-141.875,512.5,77.18374704516604,11.984305058950001,65.19944198621604,78.75185311353586,11.71232797226591,67.03952514126995,-0.004805442393704733,-0.025898629152640785,0.021093186758936053
4813389,2025-08-24,2,Crystal Palace,Nottm Forest,1,1,draw,0.33328312798403203,-0.3954760960768908,0.7287592240609229,-392.375,-10.625,-381.75,22.55833111462632,29.678947682780557,-7.120616568154237,22.43781750304211,30.85128281773889,-8.413465314696783,0.04530134351959783,0.0035973147107366942,0.041704028808861135
4813390,2025-08-24,2,Everton,Brighton,2,0,home_win,0.468736081616953,-0.1032371143810451,0.5719731959979981,99.375,-196.125,295.5,71.20604218062086,47.23561445237897,23.970427728241887,72.93566255009792,47.677451689660536,25.25821086043738,0.022618039144503287,0.013119133278473671,0.009498905866029616
4813391,2025-08-24,2,Fulham,Man United,1,1,draw,0.15423734113574028,-0.07524012331850827,0.22947746445424855,-24.875,588.875,-613.75,67.0647440183,66.1529949721691,0.9117490461309075,66.10125946104866,66.21332166416177,-0.11206220311311199,0.011718372406980255,-0.010845332882443229,0.02256370528942348
4813393,2025-08-25,2,Newcastle,Liverpool,2,3,away_win,0.5852059280732647,0.49441008479334414,0.09079584327992052,136.125,543.625,-407.5,40.066686219855995,46.72797686917459,-6.661290649318595,41.470357440322,45.60031126265595,-4.1299538223339525,-0.013381672013856863,-0.01425309153088134,0.0008714195170244771
4813397,2025-08-30,3,Chelsea,Fulham,2,0,home_win,0.8339478748384863,0.15423734113574028,0.679710533702746,541.625,-24.875,566.5,68.70650871588138,67.0647440183,1.6417646975813796,70.57445642101696,66.10125946104866,4.4731969599683055,0.011138898879056901,0.011718372406980255,-0.0005794735279233531
4813400,2025-08-30,3,Man United,Burnley,3,2,home_win,-0.07524012331850827,-1.1163001160603017,1.0410599927417934,588.875,-787.625,1376.5,66.1529949721691,10.910440418348392,55.2425545538207,66.21332166416177,13.21001708390968,53.00330458025209,-0.010845332882443229,0.013907338978926443,-0.024752671861369674
4813402,2025-08-30,3,Sunderland,Brentford,2,1,home_win,-0.2682360385078937,-0.257826270069927,-0.010409768437966704,-105.625,-520.125,414.5,66.2360817682,89.85392421056127,-23.61784244236128,67.90982831801665,94.06120515428708,-26.15137683627043,-0.03518947579488647,0.01253812191210721,-0.047727597706993675
4813403,2025-08-30,3,Tottenham,Bournemouth,0,1,away_win,0.04755413229577243,0.44097209232859313,-0.3934179600328207,137.125,-23.625,160.75,61.9327887957936,54.709625496041085,7.223163299752514,63.103421935882956,54.46846680358572,8.634955132297236,-0.003685925942366268,-0.01270302903525024,0.009017103092883972
4813404,2025-08-30,3,Wolves,Everton,2,3,away_win,-1.1519501109141856,0.468736081616953,-1.6206861925311387,-465.375,99.375,-564.75,63.21383515591143,71.20604218062086,-7.992207024709423,64.18611119151714,72.93566255009792,-8.749551358580774,-0.033332273374251334,0.022618039144503287,-0.055950312518754625
4813398,2025-08-30,3,Leeds,Newcastle,0,0,draw,-0.3201830571051687,0.5852059280732647,-0.9053889851784334,-141.875,136.125,-278.0,11.984305058950001,40.066686219855995,-28.082381160905996,11.71232797226591,41.470357440322,-29.758029468056087,-0.025898629152640785,-0.013381672013856863,-0.012516957138783922
4813396,2025-08-31,3,Brighton,Man City,2,1,home_win,-0.1032371143810451,0.956979215843603,-1.0602163302246481,-196.125,310.625,-506.75,47.23561445237897,67.172959491662,-19.93734503928303,47.677451689660536,68.49105282227399,-20.81360113261345,0.013119133278473671,0.06062115341791399,-0.04750202013944032
4813401,2025-08-31,3,Nottm Forest,West Ham,0,3,away_win,-0.3954760960768908,-0.48665522900409997,0.09117913292720914,-10.625,-152.125,141.5,29.678947682780557,31.55801624693571,-1.8790685641551548,30.85128281773889,30.797589244566666,0.05369357317222523,0.0035973147107366942,-0.014447550716498725,0.01804486542723542
4813399,2025-08-31,3,Liverpool,Arsenal,1,0,home_win,0.49441008479334414,0.8256910950876772,-0.3312810102943331,543.625,370.625,173.0,46.72797686917459,77.18374704516604,-30.455770175991454,45.60031126265595,78.75185311353586,-33.15154185087991,-0.01425309153088134,-0.004805442393704733,-0.009447649137176606
4813395,2025-08-31,3,Aston Villa,Crystal Palace,0,3,away_win,-0.9659128185594454,0.33328312798403203,-1.2991959465434775,92.375,-392.375,484.75,14.811073587699997,22.55833111462632,-7.747257526926322,16.511871013577494,22.43781750304211,-5.925946489464614,-0.02025515899033378,0.04530134351959783,-0.06555650250993161
4813406,2025-09-13,4,Arsenal,Nottm Forest,3,0,home_win,0.8256910950876772,-0.3954760960768908,1.221167191164568,370.625,-10.625,381.25,77.18374704516604,29.678947682780557,47.504799362385484,78.75185311353586,30.85128281773889,47.90057029579697,-0.004805442393704733,0.0035973147107366942,-0.008402757104441428
4813405,2025-09-13,4,Bournemouth,Brighton,2,1,home_win,0.44097209232859313,-0.1032371143810451,0.5442092067096382,-23.625,-196.125,172.5,54.709625496041085,47.23561445237897,7.4740110436621165,54.46846680358572,47.677451689660536,6.791015113925184,-0.01270302903525024,0.013119133278473671,-0.02582216231372391
4813409,2025-09-13,4,Crystal Palace,Sunderland,0,0,draw,0.33328312798403203,-0.2682360385078937,0.6015191664919257,-392.375,-105.625,-286.75,22.55833111462632,66.2360817682,-43.677750653573675,22.43781750304211,67.90982831801665,-45.47201081497454,0.04530134351959783,-0.03518947579488647,0.08049081931448429
4813410,2025-09-13,4,Everton,Aston Villa,0,0,draw,0.468736081616953,-0.9659128185594454,1.4346489001763985,99.375,92.375,7.0,71.20604218062086,14.811073587699997,56.39496859292086,72.93566255009792,16.511871013577494,56.423791536520426,0.022618039144503287,-0.02025515899033378,0.042873198134837066
4813411,2025-09-13,4,Fulham,Leeds,1,0,home_win,0.15423734113574028,-0.3201830571051687,0.474420398240909,-24.875,-141.875,117.0,67.0647440183,11.984305058950001,55.080438959350005,66.10125946104866,11.71232797226591,54.388931488782745,0.011718372406980255,-0.025898629152640785,0.03761700155962104
4813413,2025-09-13,4,Newcastle,Wolves,1,0,home_win,0.5852059280732647,-1.1519501109141856,1.7371560389874503,136.125,-465.375,601.5,40.066686219855995,63.21383515591143,-23.147148936055437,41.470357440322,64.18611119151714,-22.715753751195145,-0.013381672013856863,-0.033332273374251334,0.01995060136039447
4813414,2025-09-13,4,West Ham,Tottenham,0,3,away_win,-0.48665522900409997,0.04755413229577243,-0.5342093612998724,-152.125,137.125,-289.25,31.55801624693571,61.9327887957936,-30.374772548857887,30.797589244566666,63.103421935882956,-32.30583269131629,-0.014447550716498725,-0.003685925942366268,-0.010761624774132457
4813407,2025-09-13,4,Brentford,Chelsea,2,2,draw,-0.257826270069927,0.8339478748384863,-1.0917741449084133,-520.125,541.625,-1061.75,89.85392421056127,68.70650871588138,21.14741549467989,94.06120515428708,70.57445642101696,23.48674873327012,0.01253812191210721,0.011138898879056901,0.0013992230330503088
4813408,2025-09-14,4,Burnley,Liverpool,0,1,away_win,-1.1163001160603017,0.49441008479334414,-1.6107102008536458,-787.625,543.625,-1331.25,10.910440418348392,46.72797686917459,-35.817536450826196,13.21001708390968,45.60031126265595,-32.390294178746274,0.013907338978926443,-0.01425309153088134,0.028160430509807783
4813412,2025-09-14,4,Man City,Man United,3,0,home_win,0.956979215843603,-0.07524012331850827,1.0322193391621113,310.625,588.875,-278.25,67.172959491662,66.1529949721691,1.019964519492902,68.49105282227399,66.21332166416177,2.2777311581122177,0.06062115341791399,-0.010845332882443229,0.07146648630035722
